student_id,course_id,subject,feedback_text,rating,date,true_category,true_sentiment,processed_text,dominant_topic,cluster
S17973,LIT596,Literature,The Learning Resources in the Literature course was adequate.,3,2024-10-14,Learning Resources,Neutral,learning resource literature course adequate,Topic_4,2
S36169,HIS969,History,The Facilities in the History class exceeded my expectations.,5,2024-07-14,Facilities,Positive,facility history class exceeded expectation,Topic_1,1
S42341,MAT227,Mathematics,The instructor's Support Services approach in Mathematics was outstanding.,4,2024-08-26,Support Services,Positive,instructor support service approach mathematics outstanding,Topic_5,2
S19673,HIS162,History,"Great Learning Resources in the History course, very helpful for my learning.",5,2024-09-08,Learning Resources,Positive,great learning resource history course helpful learning,Topic_2,4
S33532,PHY949,Physics,I found the Assessment Methods in Physics to be very well organized and useful.,4,2025-01-12,Assessment Methods,Positive,found assessment method physic well organized useful,Topic_3,3
S36292,BIO386,Biology,"The Biology course had reasonable Course Content, but could be improved.",3,2025-01-13,Course Content,Neutral,biology course reasonable course content could improved,Topic_2,3
S36295,COM706,Computer Science,The Course Content in Computer Science met the basic requirements.,4,2024-06-20,Course Content,Neutral,course content computer science met basic requirement,Topic_2,2
S30437,LIT356,Literature,Neither good nor bad Facilities in the Literature course.,4,2024-05-12,Facilities,Neutral,neither good bad facility literature course,Topic_1,2
S60328,PHY573,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,5,2024-08-30,Learning Resources,Positive,really enjoyed physic course learning resource excellent,Topic_2,0
S64969,PHY609,Physics,Neither good nor bad Facilities in the Physics course.,3,2025-04-05,Facilities,Neutral,neither good bad facility physic course,Topic_1,2
S18345,PHY538,Physics,"Great Assessment Methods in the Physics course, very helpful for my learning.",4,2024-07-26,Assessment Methods,Positive,great assessment method physic course helpful learning,Topic_2,4
S58113,CHE562,Chemistry,The instructor's Course Content approach in Chemistry was outstanding.,5,2025-01-03,Course Content,Positive,instructor course content approach chemistry outstanding,Topic_5,2
S54917,BIO299,Biology,"Great Support Services in the Biology course, very helpful for my learning.",4,2024-05-05,Support Services,Positive,great support service biology course helpful learning,Topic_2,4
S79160,MAT362,Mathematics,Neither good nor bad Support Services in the Mathematics course.,4,2024-05-06,Support Services,Neutral,neither good bad support service mathematics course,Topic_1,2
S57673,PSY423,Psychology,The instructor's Course Content approach in Psychology was outstanding.,4,2025-03-19,Course Content,Positive,instructor course content approach psychology outstanding,Topic_5,2
S96481,PHY178,Physics,I was disappointed with the Support Services in the Physics course.,2,2024-10-05,Support Services,Negative,disappointed support service physic course,Topic_1,2
S15658,CHE992,Chemistry,Poor Learning Resources made the Chemistry course difficult to follow.,1,2024-08-22,Learning Resources,Negative,poor learning resource made chemistry course difficult follow,Topic_4,2
S72123,MAT835,Mathematics,"Great Assessment Methods in the Mathematics course, very helpful for my learning.",5,2024-07-17,Assessment Methods,Positive,great assessment method mathematics course helpful learning,Topic_2,4
S85798,LIT159,Literature,"The Literature course had reasonable Assessment Methods, but could be improved.",3,2025-03-21,Assessment Methods,Neutral,literature course reasonable assessment method could improved,Topic_2,3
S23418,HIS876,History,The instructor's Teaching Quality approach in History was outstanding.,4,2025-01-22,Teaching Quality,Positive,instructor teaching quality approach history outstanding,Topic_5,2
S45458,ECO827,Economics,"Great Support Services in the Economics course, very helpful for my learning.",4,2025-03-12,Support Services,Positive,great support service economics course helpful learning,Topic_2,4
S30732,PSY672,Psychology,I really enjoyed the Psychology course. The Support Services was excellent.,4,2024-11-29,Support Services,Positive,really enjoyed psychology course support service excellent,Topic_2,0
S99735,MAT631,Mathematics,The Teaching Quality in the Mathematics class was below standard.,3,2024-09-06,Teaching Quality,Negative,teaching quality mathematics class standard,Topic_1,1
S25923,COM853,Computer Science,The Support Services in the Computer Science course was adequate.,4,2024-09-08,Support Services,Neutral,support service computer science course adequate,Topic_2,2
S87225,ECO308,Economics,I really enjoyed the Economics course. The Assessment Methods was excellent.,4,2024-11-05,Assessment Methods,Positive,really enjoyed economics course assessment method excellent,Topic_2,0
S56956,LIT988,Literature,Poor Assessment Methods made the Literature course difficult to follow.,3,2024-09-03,Assessment Methods,Negative,poor assessment method made literature course difficult follow,Topic_4,2
S95714,BIO837,Biology,The Support Services in the Biology class was below standard.,2,2024-06-21,Support Services,Negative,support service biology class standard,Topic_1,1
S51331,ECO591,Economics,The Course Content in the Economics course was adequate.,4,2024-10-12,Course Content,Neutral,course content economics course adequate,Topic_1,2
S41199,ECO533,Economics,The Assessment Methods in Economics needs significant improvement.,3,2024-04-26,Assessment Methods,Negative,assessment method economics need significant improvement,Topic_3,2
S60371,MAT514,Mathematics,I found the Course Content in Mathematics to be very well organized and useful.,5,2025-01-08,Course Content,Positive,found course content mathematics well organized useful,Topic_3,3
S85059,PSY769,Psychology,"Great Support Services in the Psychology course, very helpful for my learning.",5,2024-04-17,Support Services,Positive,great support service psychology course helpful learning,Topic_2,4
S70078,HIS784,History,The instructor's Teaching Quality approach in History was outstanding.,4,2024-11-17,Teaching Quality,Positive,instructor teaching quality approach history outstanding,Topic_5,2
S46365,HIS779,History,I found the Facilities in History to be very well organized and useful.,4,2025-04-12,Facilities,Positive,found facility history well organized useful,Topic_3,3
S99035,PSY548,Psychology,I found the Support Services in Psychology to be very well organized and useful.,5,2025-04-07,Support Services,Positive,found support service psychology well organized useful,Topic_3,3
S31454,CHE995,Chemistry,The instructor's Course Content approach in Chemistry was outstanding.,5,2024-05-15,Course Content,Positive,instructor course content approach chemistry outstanding,Topic_5,2
S63404,ECO793,Economics,"Great Support Services in the Economics course, very helpful for my learning.",4,2024-12-01,Support Services,Positive,great support service economics course helpful learning,Topic_2,4
S76883,LIT107,Literature,The Support Services in the Literature course was adequate.,4,2025-01-10,Support Services,Neutral,support service literature course adequate,Topic_1,2
S69674,ECO811,Economics,"I think the Course Content in Economics was average, nothing special.",4,2024-09-24,Course Content,Neutral,think course content economics average nothing special,Topic_5,2
S15145,HIS681,History,I found the Course Content in History to be very well organized and useful.,4,2025-02-16,Course Content,Positive,found course content history well organized useful,Topic_3,3
S92424,MAT817,Mathematics,I struggled with Mathematics due to inadequate Learning Resources.,3,2024-06-12,Learning Resources,Negative,struggled mathematics due inadequate learning resource,Topic_3,2
S51792,COM315,Computer Science,The Learning Resources in the Computer Science class was below standard.,2,2025-03-02,Learning Resources,Negative,learning resource computer science class standard,Topic_2,1
S47465,PSY239,Psychology,"Great Assessment Methods in the Psychology course, very helpful for my learning.",5,2024-05-14,Assessment Methods,Positive,great assessment method psychology course helpful learning,Topic_2,4
S66907,PHY409,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,4,2024-07-20,Learning Resources,Positive,really enjoyed physic course learning resource excellent,Topic_2,0
S87740,CHE775,Chemistry,I struggled with Chemistry due to inadequate Course Content.,3,2024-08-27,Course Content,Negative,struggled chemistry due inadequate course content,Topic_3,2
S58389,COM805,Computer Science,I really enjoyed the Computer Science course. The Assessment Methods was excellent.,4,2024-05-06,Assessment Methods,Positive,really enjoyed computer science course assessment method excellent,Topic_2,0
S71354,ECO574,Economics,Neither good nor bad Learning Resources in the Economics course.,3,2025-03-25,Learning Resources,Neutral,neither good bad learning resource economics course,Topic_1,2
S76212,ECO680,Economics,I struggled with Economics due to inadequate Teaching Quality.,3,2024-07-29,Teaching Quality,Negative,struggled economics due inadequate teaching quality,Topic_3,2
S35127,COM755,Computer Science,I found the Learning Resources in Computer Science to be very well organized and useful.,5,2024-06-29,Learning Resources,Positive,found learning resource computer science well organized useful,Topic_3,3
S38454,PHY722,Physics,The instructor's Facilities approach in Physics was outstanding.,5,2024-09-04,Facilities,Positive,instructor facility approach physic outstanding,Topic_5,2
S24096,COM392,Computer Science,I really enjoyed the Computer Science course. The Learning Resources was excellent.,5,2024-05-15,Learning Resources,Positive,really enjoyed computer science course learning resource excellent,Topic_2,0
S55391,HIS775,History,"I think the Support Services in History was average, nothing special.",3,2025-02-24,Support Services,Neutral,think support service history average nothing special,Topic_5,2
S22923,HIS918,History,I found the Course Content in History to be very well organized and useful.,4,2024-07-22,Course Content,Positive,found course content history well organized useful,Topic_3,3
S13889,HIS386,History,"The History course had reasonable Learning Resources, but could be improved.",4,2024-11-12,Learning Resources,Neutral,history course reasonable learning resource could improved,Topic_2,3
S25107,CHE244,Chemistry,The Facilities in Chemistry needs significant improvement.,3,2024-09-25,Facilities,Negative,facility chemistry need significant improvement,Topic_3,2
S74861,ECO397,Economics,I found the Facilities in Economics to be very well organized and useful.,5,2024-10-08,Facilities,Positive,found facility economics well organized useful,Topic_3,3
S37453,COM386,Computer Science,"Great Course Content in the Computer Science course, very helpful for my learning.",4,2025-02-17,Course Content,Positive,great course content computer science course helpful learning,Topic_2,4
S53860,HIS270,History,The Assessment Methods in the History class exceeded my expectations.,5,2024-12-08,Assessment Methods,Positive,assessment method history class exceeded expectation,Topic_1,1
S41514,MAT166,Mathematics,Poor Support Services made the Mathematics course difficult to follow.,3,2024-08-17,Support Services,Negative,poor support service made mathematics course difficult follow,Topic_4,2
S72844,PHY976,Physics,The Support Services in the Physics class exceeded my expectations.,4,2025-04-02,Support Services,Positive,support service physic class exceeded expectation,Topic_1,1
S15135,ECO148,Economics,I really enjoyed the Economics course. The Course Content was excellent.,5,2025-04-07,Course Content,Positive,really enjoyed economics course course content excellent,Topic_2,0
S40191,BIO703,Biology,The instructor's Learning Resources approach in Biology was outstanding.,4,2024-09-21,Learning Resources,Positive,instructor learning resource approach biology outstanding,Topic_5,2
S77500,HIS490,History,The instructor's Teaching Quality approach in History was outstanding.,5,2024-12-07,Teaching Quality,Positive,instructor teaching quality approach history outstanding,Topic_5,2
S79701,COM486,Computer Science,The Teaching Quality in the Computer Science course was adequate.,4,2024-04-17,Teaching Quality,Neutral,teaching quality computer science course adequate,Topic_2,2
S19641,LIT702,Literature,"Great Learning Resources in the Literature course, very helpful for my learning.",5,2025-01-14,Learning Resources,Positive,great learning resource literature course helpful learning,Topic_2,4
S34719,PHY117,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,5,2025-04-06,Assessment Methods,Positive,really enjoyed physic course assessment method excellent,Topic_2,0
S25230,ECO522,Economics,The instructor's Facilities approach in Economics was outstanding.,4,2024-12-15,Facilities,Positive,instructor facility approach economics outstanding,Topic_5,2
S24915,HIS451,History,I really enjoyed the History course. The Facilities was excellent.,5,2024-08-18,Facilities,Positive,really enjoyed history course facility excellent,Topic_2,0
S25768,ECO234,Economics,I really enjoyed the Economics course. The Support Services was excellent.,4,2025-04-01,Support Services,Positive,really enjoyed economics course support service excellent,Topic_2,0
S34869,BIO893,Biology,The instructor's Course Content approach in Biology was outstanding.,5,2025-02-01,Course Content,Positive,instructor course content approach biology outstanding,Topic_5,2
S78974,BIO904,Biology,I really enjoyed the Biology course. The Facilities was excellent.,5,2024-12-10,Facilities,Positive,really enjoyed biology course facility excellent,Topic_2,0
S65647,ECO575,Economics,Poor Assessment Methods made the Economics course difficult to follow.,1,2024-09-13,Assessment Methods,Negative,poor assessment method made economics course difficult follow,Topic_4,2
S18231,BIO350,Biology,I found the Facilities in Biology to be very well organized and useful.,4,2024-06-16,Facilities,Positive,found facility biology well organized useful,Topic_3,3
S93228,ECO376,Economics,I found the Assessment Methods in Economics to be very well organized and useful.,5,2024-06-27,Assessment Methods,Positive,found assessment method economics well organized useful,Topic_3,3
S45276,COM351,Computer Science,The Learning Resources in the Computer Science class was below standard.,2,2024-11-13,Learning Resources,Negative,learning resource computer science class standard,Topic_2,1
S57284,HIS473,History,I really enjoyed the History course. The Facilities was excellent.,4,2024-06-24,Facilities,Positive,really enjoyed history course facility excellent,Topic_2,0
S94221,LIT177,Literature,"The Literature course had reasonable Course Content, but could be improved.",4,2024-09-11,Course Content,Neutral,literature course reasonable course content could improved,Topic_2,3
S53790,PSY384,Psychology,"Great Learning Resources in the Psychology course, very helpful for my learning.",5,2025-03-07,Learning Resources,Positive,great learning resource psychology course helpful learning,Topic_2,4
S96089,PHY472,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,4,2024-10-28,Learning Resources,Positive,really enjoyed physic course learning resource excellent,Topic_2,0
S45047,BIO729,Biology,I found the Course Content in Biology to be very well organized and useful.,4,2024-10-17,Course Content,Positive,found course content biology well organized useful,Topic_3,3
S38882,COM172,Computer Science,"Great Learning Resources in the Computer Science course, very helpful for my learning.",4,2024-05-24,Learning Resources,Positive,great learning resource computer science course helpful learning,Topic_2,4
S88140,COM262,Computer Science,"Great Support Services in the Computer Science course, very helpful for my learning.",5,2025-03-08,Support Services,Positive,great support service computer science course helpful learning,Topic_2,4
S35920,HIS296,History,I found the Teaching Quality in History to be very well organized and useful.,5,2024-09-30,Teaching Quality,Positive,found teaching quality history well organized useful,Topic_3,3
S16199,MAT996,Mathematics,The Course Content in the Mathematics class exceeded my expectations.,4,2024-04-17,Course Content,Positive,course content mathematics class exceeded expectation,Topic_1,1
S58534,PSY829,Psychology,I found the Course Content in Psychology to be very well organized and useful.,4,2024-07-25,Course Content,Positive,found course content psychology well organized useful,Topic_3,3
S36993,PHY875,Physics,I found the Facilities in Physics to be very well organized and useful.,4,2025-02-22,Facilities,Positive,found facility physic well organized useful,Topic_3,3
S74155,ECO113,Economics,I found the Support Services in Economics to be very well organized and useful.,4,2024-07-18,Support Services,Positive,found support service economics well organized useful,Topic_3,3
S33539,MAT678,Mathematics,I was disappointed with the Learning Resources in the Mathematics course.,1,2024-10-03,Learning Resources,Negative,disappointed learning resource mathematics course,Topic_4,2
S75883,PHY754,Physics,The instructor's Assessment Methods approach in Physics was outstanding.,4,2024-06-29,Assessment Methods,Positive,instructor assessment method approach physic outstanding,Topic_5,2
S58852,HIS190,History,The Teaching Quality in the History course was adequate.,4,2025-01-20,Teaching Quality,Neutral,teaching quality history course adequate,Topic_1,2
S64864,PSY905,Psychology,I found the Teaching Quality in Psychology to be very well organized and useful.,5,2024-06-18,Teaching Quality,Positive,found teaching quality psychology well organized useful,Topic_3,3
S55634,MAT205,Mathematics,I found the Support Services in Mathematics to be very well organized and useful.,5,2024-08-03,Support Services,Positive,found support service mathematics well organized useful,Topic_3,3
S30695,LIT582,Literature,"Great Facilities in the Literature course, very helpful for my learning.",5,2024-08-16,Facilities,Positive,great facility literature course helpful learning,Topic_2,4
S30682,PHY720,Physics,I found the Learning Resources in Physics to be very well organized and useful.,5,2025-04-07,Learning Resources,Positive,found learning resource physic well organized useful,Topic_3,3
S70467,BIO464,Biology,I found the Assessment Methods in Biology to be very well organized and useful.,4,2024-07-16,Assessment Methods,Positive,found assessment method biology well organized useful,Topic_3,3
S25884,LIT166,Literature,The Learning Resources in the Literature class exceeded my expectations.,5,2024-11-21,Learning Resources,Positive,learning resource literature class exceeded expectation,Topic_1,1
S42770,BIO832,Biology,I really enjoyed the Biology course. The Learning Resources was excellent.,5,2025-01-02,Learning Resources,Positive,really enjoyed biology course learning resource excellent,Topic_2,0
S33334,PSY409,Psychology,The Learning Resources in Psychology met the basic requirements.,3,2024-09-04,Learning Resources,Neutral,learning resource psychology met basic requirement,Topic_4,2
S27490,ECO356,Economics,Neither good nor bad Assessment Methods in the Economics course.,3,2024-08-28,Assessment Methods,Neutral,neither good bad assessment method economics course,Topic_1,2
S87493,COM249,Computer Science,I found the Course Content in Computer Science to be very well organized and useful.,5,2024-08-26,Course Content,Positive,found course content computer science well organized useful,Topic_3,3
S67335,LIT325,Literature,Neither good nor bad Learning Resources in the Literature course.,4,2024-12-31,Learning Resources,Neutral,neither good bad learning resource literature course,Topic_1,2
S31656,PSY249,Psychology,"The Psychology course had reasonable Learning Resources, but could be improved.",3,2025-01-29,Learning Resources,Neutral,psychology course reasonable learning resource could improved,Topic_2,3
S37853,CHE780,Chemistry,The Assessment Methods in the Chemistry class exceeded my expectations.,5,2024-09-05,Assessment Methods,Positive,assessment method chemistry class exceeded expectation,Topic_1,1
S42224,BIO955,Biology,Neither good nor bad Assessment Methods in the Biology course.,4,2024-08-31,Assessment Methods,Neutral,neither good bad assessment method biology course,Topic_1,2
S46196,CHE893,Chemistry,The instructor's Assessment Methods approach in Chemistry was outstanding.,5,2024-10-20,Assessment Methods,Positive,instructor assessment method approach chemistry outstanding,Topic_5,2
S47759,MAT129,Mathematics,"I think the Facilities in Mathematics was average, nothing special.",4,2024-10-07,Facilities,Neutral,think facility mathematics average nothing special,Topic_5,2
S89185,COM500,Computer Science,The Facilities in the Computer Science class exceeded my expectations.,4,2025-03-14,Facilities,Positive,facility computer science class exceeded expectation,Topic_1,1
S53174,CHE372,Chemistry,I really enjoyed the Chemistry course. The Course Content was excellent.,5,2024-06-10,Course Content,Positive,really enjoyed chemistry course course content excellent,Topic_2,0
S11261,CHE313,Chemistry,The Learning Resources in Chemistry met the basic requirements.,3,2024-09-09,Learning Resources,Neutral,learning resource chemistry met basic requirement,Topic_4,2
S97473,LIT899,Literature,The Teaching Quality in the Literature class exceeded my expectations.,5,2024-09-14,Teaching Quality,Positive,teaching quality literature class exceeded expectation,Topic_1,1
S11057,COM604,Computer Science,I really enjoyed the Computer Science course. The Learning Resources was excellent.,5,2024-06-12,Learning Resources,Positive,really enjoyed computer science course learning resource excellent,Topic_2,0
S70094,LIT652,Literature,The instructor's Teaching Quality approach in Literature was outstanding.,5,2024-05-26,Teaching Quality,Positive,instructor teaching quality approach literature outstanding,Topic_5,2
S12582,PSY900,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,4,2024-08-10,Learning Resources,Positive,really enjoyed psychology course learning resource excellent,Topic_2,0
S84442,HIS442,History,The Support Services in History met the basic requirements.,3,2024-05-20,Support Services,Neutral,support service history met basic requirement,Topic_4,2
S20830,PSY996,Psychology,"Great Course Content in the Psychology course, very helpful for my learning.",4,2025-03-03,Course Content,Positive,great course content psychology course helpful learning,Topic_2,4
S26309,HIS783,History,"Great Course Content in the History course, very helpful for my learning.",4,2024-12-03,Course Content,Positive,great course content history course helpful learning,Topic_2,4
S73332,BIO695,Biology,The Course Content in the Biology class exceeded my expectations.,5,2025-03-28,Course Content,Positive,course content biology class exceeded expectation,Topic_1,1
S44689,HIS954,History,The Facilities in the History class exceeded my expectations.,4,2024-11-13,Facilities,Positive,facility history class exceeded expectation,Topic_1,1
S79471,LIT149,Literature,The instructor's Teaching Quality approach in Literature was outstanding.,4,2024-07-14,Teaching Quality,Positive,instructor teaching quality approach literature outstanding,Topic_5,2
S17457,COM670,Computer Science,The instructor's Learning Resources approach in Computer Science was outstanding.,4,2024-12-29,Learning Resources,Positive,instructor learning resource approach computer science outstanding,Topic_5,2
S30398,CHE830,Chemistry,The Teaching Quality in Chemistry met the basic requirements.,3,2024-10-12,Teaching Quality,Neutral,teaching quality chemistry met basic requirement,Topic_4,2
S30266,BIO535,Biology,"The Biology course had reasonable Facilities, but could be improved.",3,2024-09-22,Facilities,Neutral,biology course reasonable facility could improved,Topic_2,3
S43800,HIS860,History,"Great Teaching Quality in the History course, very helpful for my learning.",5,2025-02-08,Teaching Quality,Positive,great teaching quality history course helpful learning,Topic_2,4
S82115,PHY883,Physics,The Course Content in the Physics class exceeded my expectations.,5,2025-01-08,Course Content,Positive,course content physic class exceeded expectation,Topic_1,1
S64831,COM226,Computer Science,Neither good nor bad Course Content in the Computer Science course.,3,2024-07-08,Course Content,Neutral,neither good bad course content computer science course,Topic_1,2
S77958,CHE207,Chemistry,Neither good nor bad Course Content in the Chemistry course.,4,2024-08-11,Course Content,Neutral,neither good bad course content chemistry course,Topic_1,2
S92452,HIS837,History,I really enjoyed the History course. The Assessment Methods was excellent.,4,2024-10-14,Assessment Methods,Positive,really enjoyed history course assessment method excellent,Topic_2,0
S90423,CHE335,Chemistry,Neither good nor bad Support Services in the Chemistry course.,4,2025-02-02,Support Services,Neutral,neither good bad support service chemistry course,Topic_1,2
S69863,LIT690,Literature,The Assessment Methods in the Literature course was adequate.,4,2024-08-20,Assessment Methods,Neutral,assessment method literature course adequate,Topic_1,2
S40498,MAT180,Mathematics,The Course Content in the Mathematics course was adequate.,3,2024-07-11,Course Content,Neutral,course content mathematics course adequate,Topic_1,2
S89727,MAT250,Mathematics,The Assessment Methods in the Mathematics class exceeded my expectations.,4,2024-07-27,Assessment Methods,Positive,assessment method mathematics class exceeded expectation,Topic_1,1
S93441,MAT514,Mathematics,I really enjoyed the Mathematics course. The Assessment Methods was excellent.,4,2025-04-05,Assessment Methods,Positive,really enjoyed mathematics course assessment method excellent,Topic_2,0
S77760,CHE348,Chemistry,I really enjoyed the Chemistry course. The Teaching Quality was excellent.,4,2025-03-21,Teaching Quality,Positive,really enjoyed chemistry course teaching quality excellent,Topic_2,0
S59209,LIT293,Literature,I struggled with Literature due to inadequate Teaching Quality.,1,2024-12-03,Teaching Quality,Negative,struggled literature due inadequate teaching quality,Topic_3,2
S52173,LIT652,Literature,The Teaching Quality in the Literature class exceeded my expectations.,4,2024-12-17,Teaching Quality,Positive,teaching quality literature class exceeded expectation,Topic_1,1
S46705,CHE160,Chemistry,The Facilities in the Chemistry class exceeded my expectations.,4,2024-10-29,Facilities,Positive,facility chemistry class exceeded expectation,Topic_1,1
S34292,BIO803,Biology,I really enjoyed the Biology course. The Course Content was excellent.,4,2024-05-19,Course Content,Positive,really enjoyed biology course course content excellent,Topic_2,0
S14622,COM621,Computer Science,The Learning Resources in the Computer Science class exceeded my expectations.,4,2025-01-28,Learning Resources,Positive,learning resource computer science class exceeded expectation,Topic_1,1
S79436,ECO499,Economics,The instructor's Learning Resources approach in Economics was outstanding.,5,2024-10-13,Learning Resources,Positive,instructor learning resource approach economics outstanding,Topic_5,2
S18619,CHE351,Chemistry,I found the Course Content in Chemistry to be very well organized and useful.,5,2024-08-26,Course Content,Positive,found course content chemistry well organized useful,Topic_3,3
S83865,PSY129,Psychology,"Great Facilities in the Psychology course, very helpful for my learning.",5,2025-02-18,Facilities,Positive,great facility psychology course helpful learning,Topic_2,4
S85908,LIT723,Literature,"Great Course Content in the Literature course, very helpful for my learning.",5,2024-07-13,Course Content,Positive,great course content literature course helpful learning,Topic_2,4
S54672,COM627,Computer Science,The instructor's Learning Resources approach in Computer Science was outstanding.,5,2024-07-19,Learning Resources,Positive,instructor learning resource approach computer science outstanding,Topic_5,2
S80350,BIO232,Biology,Neither good nor bad Teaching Quality in the Biology course.,3,2024-05-27,Teaching Quality,Neutral,neither good bad teaching quality biology course,Topic_1,2
S89911,COM970,Computer Science,Neither good nor bad Assessment Methods in the Computer Science course.,3,2024-10-10,Assessment Methods,Neutral,neither good bad assessment method computer science course,Topic_1,2
S96981,BIO529,Biology,I was disappointed with the Facilities in the Biology course.,3,2024-10-08,Facilities,Negative,disappointed facility biology course,Topic_1,2
S11101,COM507,Computer Science,The Support Services in Computer Science needs significant improvement.,1,2024-07-14,Support Services,Negative,support service computer science need significant improvement,Topic_3,2
S45287,MAT723,Mathematics,I really enjoyed the Mathematics course. The Course Content was excellent.,4,2024-09-25,Course Content,Positive,really enjoyed mathematics course course content excellent,Topic_2,0
S84741,MAT533,Mathematics,"Great Assessment Methods in the Mathematics course, very helpful for my learning.",5,2024-05-04,Assessment Methods,Positive,great assessment method mathematics course helpful learning,Topic_2,4
S22443,LIT611,Literature,I found the Support Services in Literature to be very well organized and useful.,5,2025-01-15,Support Services,Positive,found support service literature well organized useful,Topic_3,3
S66241,PSY854,Psychology,I was disappointed with the Teaching Quality in the Psychology course.,1,2024-12-17,Teaching Quality,Negative,disappointed teaching quality psychology course,Topic_1,2
S19629,BIO249,Biology,"Great Facilities in the Biology course, very helpful for my learning.",5,2024-09-19,Facilities,Positive,great facility biology course helpful learning,Topic_2,4
S57814,ECO567,Economics,The instructor's Support Services approach in Economics was outstanding.,4,2024-05-20,Support Services,Positive,instructor support service approach economics outstanding,Topic_5,2
S16276,ECO291,Economics,The Support Services in the Economics class exceeded my expectations.,5,2024-09-17,Support Services,Positive,support service economics class exceeded expectation,Topic_1,1
S40442,MAT593,Mathematics,"Great Facilities in the Mathematics course, very helpful for my learning.",4,2025-02-07,Facilities,Positive,great facility mathematics course helpful learning,Topic_2,4
S46768,MAT464,Mathematics,The instructor's Facilities approach in Mathematics was outstanding.,5,2024-05-29,Facilities,Positive,instructor facility approach mathematics outstanding,Topic_5,2
S88856,HIS880,History,The Course Content in the History class exceeded my expectations.,4,2024-04-23,Course Content,Positive,course content history class exceeded expectation,Topic_1,1
S38796,PHY167,Physics,The Learning Resources in Physics needs significant improvement.,1,2024-05-13,Learning Resources,Negative,learning resource physic need significant improvement,Topic_3,2
S59476,PHY415,Physics,The Assessment Methods in Physics met the basic requirements.,3,2024-06-16,Assessment Methods,Neutral,assessment method physic met basic requirement,Topic_4,2
S27629,CHE102,Chemistry,"Great Support Services in the Chemistry course, very helpful for my learning.",4,2025-03-26,Support Services,Positive,great support service chemistry course helpful learning,Topic_2,4
S70501,ECO294,Economics,I really enjoyed the Economics course. The Support Services was excellent.,5,2024-06-24,Support Services,Positive,really enjoyed economics course support service excellent,Topic_2,0
S36145,COM890,Computer Science,"Great Learning Resources in the Computer Science course, very helpful for my learning.",5,2024-07-06,Learning Resources,Positive,great learning resource computer science course helpful learning,Topic_2,4
S73683,BIO847,Biology,"I think the Learning Resources in Biology was average, nothing special.",4,2024-09-11,Learning Resources,Neutral,think learning resource biology average nothing special,Topic_5,2
S62141,PHY239,Physics,The Teaching Quality in the Physics class exceeded my expectations.,5,2025-02-01,Teaching Quality,Positive,teaching quality physic class exceeded expectation,Topic_1,1
S55493,ECO693,Economics,"I think the Support Services in Economics was average, nothing special.",4,2024-10-21,Support Services,Neutral,think support service economics average nothing special,Topic_5,2
S74190,PSY615,Psychology,The Teaching Quality in Psychology met the basic requirements.,3,2024-10-08,Teaching Quality,Neutral,teaching quality psychology met basic requirement,Topic_4,2
S70534,MAT112,Mathematics,I struggled with Mathematics due to inadequate Course Content.,3,2024-09-15,Course Content,Negative,struggled mathematics due inadequate course content,Topic_3,2
S60991,MAT816,Mathematics,The Facilities in Mathematics needs significant improvement.,1,2025-01-02,Facilities,Negative,facility mathematics need significant improvement,Topic_3,2
S73806,LIT262,Literature,I really enjoyed the Literature course. The Assessment Methods was excellent.,5,2024-07-10,Assessment Methods,Positive,really enjoyed literature course assessment method excellent,Topic_2,0
S65647,ECO103,Economics,I found the Facilities in Economics to be very well organized and useful.,4,2024-08-14,Facilities,Positive,found facility economics well organized useful,Topic_3,3
S54177,CHE974,Chemistry,I really enjoyed the Chemistry course. The Course Content was excellent.,5,2024-12-25,Course Content,Positive,really enjoyed chemistry course course content excellent,Topic_2,0
S84033,CHE431,Chemistry,The Assessment Methods in the Chemistry course was adequate.,4,2025-03-15,Assessment Methods,Neutral,assessment method chemistry course adequate,Topic_1,2
S88159,COM250,Computer Science,I really enjoyed the Computer Science course. The Assessment Methods was excellent.,5,2024-12-24,Assessment Methods,Positive,really enjoyed computer science course assessment method excellent,Topic_2,0
S96765,PHY634,Physics,The Learning Resources in the Physics course was adequate.,4,2024-11-19,Learning Resources,Neutral,learning resource physic course adequate,Topic_4,2
S66581,MAT643,Mathematics,The Teaching Quality in the Mathematics class exceeded my expectations.,5,2025-04-07,Teaching Quality,Positive,teaching quality mathematics class exceeded expectation,Topic_1,1
S19290,HIS892,History,The Learning Resources in History met the basic requirements.,4,2024-12-09,Learning Resources,Neutral,learning resource history met basic requirement,Topic_4,2
S13709,ECO796,Economics,"I think the Facilities in Economics was average, nothing special.",4,2024-12-31,Facilities,Neutral,think facility economics average nothing special,Topic_5,2
S66868,LIT791,Literature,The Assessment Methods in the Literature class exceeded my expectations.,5,2024-09-23,Assessment Methods,Positive,assessment method literature class exceeded expectation,Topic_1,1
S20751,ECO279,Economics,I was disappointed with the Learning Resources in the Economics course.,1,2025-02-23,Learning Resources,Negative,disappointed learning resource economics course,Topic_4,2
