student_id,course_id,subject,feedback_text,rating,date,true_category,true_sentiment
S15658,CHE992,Chemistry,Poor Learning Resources made the Chemistry course difficult to follow.,1,2024-08-22,Learning Resources,Negative
S72123,MAT835,Mathematics,"Great Assessment Methods in the Mathematics course, very helpful for my learning.",5,2024-07-17,Assessment Methods,Positive
S85798,LIT159,Literature,"The Literature course had reasonable Assessment Methods, but could be improved.",3,2025-03-21,Assessment Methods,Neutral
S23418,HIS876,History,The instructor's Teaching Quality approach in History was outstanding.,4,2025-01-22,Teaching Quality,Positive
S45458,ECO827,Economics,"Great Support Services in the Economics course, very helpful for my learning.",4,2025-03-12,Support Services,Positive
S30732,PSY672,Psychology,I really enjoyed the Psychology course. The Support Services was excellent.,4,2024-11-29,Support Services,Positive
S99735,MAT631,Mathematics,The Teaching Quality in the Mathematics class was below standard.,3,2024-09-06,Teaching Quality,Negative
S25923,COM853,Computer Science,The Support Services in the Computer Science course was adequate.,4,2024-09-08,Support Services,Neutral
S87225,ECO308,Economics,I really enjoyed the Economics course. The Assessment Methods was excellent.,4,2024-11-05,Assessment Methods,Positive
S56956,LIT988,Literature,Poor Assessment Methods made the Literature course difficult to follow.,3,2024-09-03,Assessment Methods,Negative
S95714,BIO837,Biology,The Support Services in the Biology class was below standard.,2,2024-06-21,Support Services,Negative
S51331,ECO591,Economics,The Course Content in the Economics course was adequate.,4,2024-10-12,Course Content,Neutral
S41199,ECO533,Economics,The Assessment Methods in Economics needs significant improvement.,3,2024-04-26,Assessment Methods,Negative
S60371,MAT514,Mathematics,I found the Course Content in Mathematics to be very well organized and useful.,5,2025-01-08,Course Content,Positive
S85059,PSY769,Psychology,"Great Support Services in the Psychology course, very helpful for my learning.",5,2024-04-17,Support Services,Positive
S70078,HIS784,History,The instructor's Teaching Quality approach in History was outstanding.,4,2024-11-17,Teaching Quality,Positive
S46365,HIS779,History,I found the Facilities in History to be very well organized and useful.,4,2025-04-12,Facilities,Positive
S99035,PSY548,Psychology,I found the Support Services in Psychology to be very well organized and useful.,5,2025-04-07,Support Services,Positive
S31454,CHE995,Chemistry,The instructor's Course Content approach in Chemistry was outstanding.,5,2024-05-15,Course Content,Positive
S63404,ECO793,Economics,"Great Support Services in the Economics course, very helpful for my learning.",4,2024-12-01,Support Services,Positive
S76883,LIT107,Literature,The Support Services in the Literature course was adequate.,4,2025-01-10,Support Services,Neutral
S69674,ECO811,Economics,"I think the Course Content in Economics was average, nothing special.",4,2024-09-24,Course Content,Neutral
S15145,HIS681,History,I found the Course Content in History to be very well organized and useful.,4,2025-02-16,Course Content,Positive
S92424,MAT817,Mathematics,I struggled with Mathematics due to inadequate Learning Resources.,3,2024-06-12,Learning Resources,Negative
S51792,COM315,Computer Science,The Learning Resources in the Computer Science class was below standard.,2,2025-03-02,Learning Resources,Negative
S47465,PSY239,Psychology,"Great Assessment Methods in the Psychology course, very helpful for my learning.",5,2024-05-14,Assessment Methods,Positive
S66907,PHY409,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,4,2024-07-20,Learning Resources,Positive
S87740,CHE775,Chemistry,I struggled with Chemistry due to inadequate Course Content.,3,2024-08-27,Course Content,Negative
S58389,COM805,Computer Science,I really enjoyed the Computer Science course. The Assessment Methods was excellent.,4,2024-05-06,Assessment Methods,Positive
S71354,ECO574,Economics,Neither good nor bad Learning Resources in the Economics course.,3,2025-03-25,Learning Resources,Neutral
S76212,ECO680,Economics,I struggled with Economics due to inadequate Teaching Quality.,3,2024-07-29,Teaching Quality,Negative
S35127,COM755,Computer Science,I found the Learning Resources in Computer Science to be very well organized and useful.,5,2024-06-29,Learning Resources,Positive
S38454,PHY722,Physics,The instructor's Facilities approach in Physics was outstanding.,5,2024-09-04,Facilities,Positive
S24096,COM392,Computer Science,I really enjoyed the Computer Science course. The Learning Resources was excellent.,5,2024-05-15,Learning Resources,Positive
S55391,HIS775,History,"I think the Support Services in History was average, nothing special.",3,2025-02-24,Support Services,Neutral
S22923,HIS918,History,I found the Course Content in History to be very well organized and useful.,4,2024-07-22,Course Content,Positive
S13889,HIS386,History,"The History course had reasonable Learning Resources, but could be improved.",4,2024-11-12,Learning Resources,Neutral
S25107,CHE244,Chemistry,The Facilities in Chemistry needs significant improvement.,3,2024-09-25,Facilities,Negative
S74861,ECO397,Economics,I found the Facilities in Economics to be very well organized and useful.,5,2024-10-08,Facilities,Positive
S37453,COM386,Computer Science,"Great Course Content in the Computer Science course, very helpful for my learning.",4,2025-02-17,Course Content,Positive
S53860,HIS270,History,The Assessment Methods in the History class exceeded my expectations.,5,2024-12-08,Assessment Methods,Positive
S41514,MAT166,Mathematics,Poor Support Services made the Mathematics course difficult to follow.,3,2024-08-17,Support Services,Negative
S72844,PHY976,Physics,The Support Services in the Physics class exceeded my expectations.,4,2025-04-02,Support Services,Positive
S15135,ECO148,Economics,I really enjoyed the Economics course. The Course Content was excellent.,5,2025-04-07,Course Content,Positive
S40191,BIO703,Biology,The instructor's Learning Resources approach in Biology was outstanding.,4,2024-09-21,Learning Resources,Positive
S77500,HIS490,History,The instructor's Teaching Quality approach in History was outstanding.,5,2024-12-07,Teaching Quality,Positive
S79701,COM486,Computer Science,The Teaching Quality in the Computer Science course was adequate.,4,2024-04-17,Teaching Quality,Neutral
S19641,LIT702,Literature,"Great Learning Resources in the Literature course, very helpful for my learning.",5,2025-01-14,Learning Resources,Positive
S34719,PHY117,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,5,2025-04-06,Assessment Methods,Positive
S25230,ECO522,Economics,The instructor's Facilities approach in Economics was outstanding.,4,2024-12-15,Facilities,Positive
S24915,HIS451,History,I really enjoyed the History course. The Facilities was excellent.,5,2024-08-18,Facilities,Positive
S25768,ECO234,Economics,I really enjoyed the Economics course. The Support Services was excellent.,4,2025-04-01,Support Services,Positive
S34869,BIO893,Biology,The instructor's Course Content approach in Biology was outstanding.,5,2025-02-01,Course Content,Positive
S78974,BIO904,Biology,I really enjoyed the Biology course. The Facilities was excellent.,5,2024-12-10,Facilities,Positive
S65647,ECO575,Economics,Poor Assessment Methods made the Economics course difficult to follow.,1,2024-09-13,Assessment Methods,Negative
S18231,BIO350,Biology,I found the Facilities in Biology to be very well organized and useful.,4,2024-06-16,Facilities,Positive
S93228,ECO376,Economics,I found the Assessment Methods in Economics to be very well organized and useful.,5,2024-06-27,Assessment Methods,Positive
S45276,COM351,Computer Science,The Learning Resources in the Computer Science class was below standard.,2,2024-11-13,Learning Resources,Negative
S57284,HIS473,History,I really enjoyed the History course. The Facilities was excellent.,4,2024-06-24,Facilities,Positive
S94221,LIT177,Literature,"The Literature course had reasonable Course Content, but could be improved.",4,2024-09-11,Course Content,Neutral
S53790,PSY384,Psychology,"Great Learning Resources in the Psychology course, very helpful for my learning.",5,2025-03-07,Learning Resources,Positive
S96089,PHY472,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,4,2024-10-28,Learning Resources,Positive
S45047,BIO729,Biology,I found the Course Content in Biology to be very well organized and useful.,4,2024-10-17,Course Content,Positive
S38882,COM172,Computer Science,"Great Learning Resources in the Computer Science course, very helpful for my learning.",4,2024-05-24,Learning Resources,Positive
S88140,COM262,Computer Science,"Great Support Services in the Computer Science course, very helpful for my learning.",5,2025-03-08,Support Services,Positive
S35920,HIS296,History,I found the Teaching Quality in History to be very well organized and useful.,5,2024-09-30,Teaching Quality,Positive
S16199,MAT996,Mathematics,The Course Content in the Mathematics class exceeded my expectations.,4,2024-04-17,Course Content,Positive
S58534,PSY829,Psychology,I found the Course Content in Psychology to be very well organized and useful.,4,2024-07-25,Course Content,Positive
S36993,PHY875,Physics,I found the Facilities in Physics to be very well organized and useful.,4,2025-02-22,Facilities,Positive
S74155,ECO113,Economics,I found the Support Services in Economics to be very well organized and useful.,4,2024-07-18,Support Services,Positive
S33539,MAT678,Mathematics,I was disappointed with the Learning Resources in the Mathematics course.,1,2024-10-03,Learning Resources,Negative
S75883,PHY754,Physics,The instructor's Assessment Methods approach in Physics was outstanding.,4,2024-06-29,Assessment Methods,Positive
S58852,HIS190,History,The Teaching Quality in the History course was adequate.,4,2025-01-20,Teaching Quality,Neutral
S64864,PSY905,Psychology,I found the Teaching Quality in Psychology to be very well organized and useful.,5,2024-06-18,Teaching Quality,Positive
S55634,MAT205,Mathematics,I found the Support Services in Mathematics to be very well organized and useful.,5,2024-08-03,Support Services,Positive
S30695,LIT582,Literature,"Great Facilities in the Literature course, very helpful for my learning.",5,2024-08-16,Facilities,Positive
S30682,PHY720,Physics,I found the Learning Resources in Physics to be very well organized and useful.,5,2025-04-07,Learning Resources,Positive
S70467,BIO464,Biology,I found the Assessment Methods in Biology to be very well organized and useful.,4,2024-07-16,Assessment Methods,Positive
S25884,LIT166,Literature,The Learning Resources in the Literature class exceeded my expectations.,5,2024-11-21,Learning Resources,Positive
S42770,BIO832,Biology,I really enjoyed the Biology course. The Learning Resources was excellent.,5,2025-01-02,Learning Resources,Positive
S33334,PSY409,Psychology,The Learning Resources in Psychology met the basic requirements.,3,2024-09-04,Learning Resources,Neutral
S27490,ECO356,Economics,Neither good nor bad Assessment Methods in the Economics course.,3,2024-08-28,Assessment Methods,Neutral
S87493,COM249,Computer Science,I found the Course Content in Computer Science to be very well organized and useful.,5,2024-08-26,Course Content,Positive
S67335,LIT325,Literature,Neither good nor bad Learning Resources in the Literature course.,4,2024-12-31,Learning Resources,Neutral
S31656,PSY249,Psychology,"The Psychology course had reasonable Learning Resources, but could be improved.",3,2025-01-29,Learning Resources,Neutral
S37853,CHE780,Chemistry,The Assessment Methods in the Chemistry class exceeded my expectations.,5,2024-09-05,Assessment Methods,Positive
S42224,BIO955,Biology,Neither good nor bad Assessment Methods in the Biology course.,4,2024-08-31,Assessment Methods,Neutral
S46196,CHE893,Chemistry,The instructor's Assessment Methods approach in Chemistry was outstanding.,5,2024-10-20,Assessment Methods,Positive
S47759,MAT129,Mathematics,"I think the Facilities in Mathematics was average, nothing special.",4,2024-10-07,Facilities,Neutral
S89185,COM500,Computer Science,The Facilities in the Computer Science class exceeded my expectations.,4,2025-03-14,Facilities,Positive
S53174,CHE372,Chemistry,I really enjoyed the Chemistry course. The Course Content was excellent.,5,2024-06-10,Course Content,Positive
S11261,CHE313,Chemistry,The Learning Resources in Chemistry met the basic requirements.,3,2024-09-09,Learning Resources,Neutral
S97473,LIT899,Literature,The Teaching Quality in the Literature class exceeded my expectations.,5,2024-09-14,Teaching Quality,Positive
S11057,COM604,Computer Science,I really enjoyed the Computer Science course. The Learning Resources was excellent.,5,2024-06-12,Learning Resources,Positive
S70094,LIT652,Literature,The instructor's Teaching Quality approach in Literature was outstanding.,5,2024-05-26,Teaching Quality,Positive
S12582,PSY900,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,4,2024-08-10,Learning Resources,Positive
S84442,HIS442,History,The Support Services in History met the basic requirements.,3,2024-05-20,Support Services,Neutral
S20830,PSY996,Psychology,"Great Course Content in the Psychology course, very helpful for my learning.",4,2025-03-03,Course Content,Positive
S26309,HIS783,History,"Great Course Content in the History course, very helpful for my learning.",4,2024-12-03,Course Content,Positive
S73332,BIO695,Biology,The Course Content in the Biology class exceeded my expectations.,5,2025-03-28,Course Content,Positive
S44689,HIS954,History,The Facilities in the History class exceeded my expectations.,4,2024-11-13,Facilities,Positive
S79471,LIT149,Literature,The instructor's Teaching Quality approach in Literature was outstanding.,4,2024-07-14,Teaching Quality,Positive
S17457,COM670,Computer Science,The instructor's Learning Resources approach in Computer Science was outstanding.,4,2024-12-29,Learning Resources,Positive
S30398,CHE830,Chemistry,The Teaching Quality in Chemistry met the basic requirements.,3,2024-10-12,Teaching Quality,Neutral
S30266,BIO535,Biology,"The Biology course had reasonable Facilities, but could be improved.",3,2024-09-22,Facilities,Neutral
S43800,HIS860,History,"Great Teaching Quality in the History course, very helpful for my learning.",5,2025-02-08,Teaching Quality,Positive
S82115,PHY883,Physics,The Course Content in the Physics class exceeded my expectations.,5,2025-01-08,Course Content,Positive
S64831,COM226,Computer Science,Neither good nor bad Course Content in the Computer Science course.,3,2024-07-08,Course Content,Neutral
S77958,CHE207,Chemistry,Neither good nor bad Course Content in the Chemistry course.,4,2024-08-11,Course Content,Neutral
S92452,HIS837,History,I really enjoyed the History course. The Assessment Methods was excellent.,4,2024-10-14,Assessment Methods,Positive
S90423,CHE335,Chemistry,Neither good nor bad Support Services in the Chemistry course.,4,2025-02-02,Support Services,Neutral
S69863,LIT690,Literature,The Assessment Methods in the Literature course was adequate.,4,2024-08-20,Assessment Methods,Neutral
S40498,MAT180,Mathematics,The Course Content in the Mathematics course was adequate.,3,2024-07-11,Course Content,Neutral
S89727,MAT250,Mathematics,The Assessment Methods in the Mathematics class exceeded my expectations.,4,2024-07-27,Assessment Methods,Positive
S93441,MAT514,Mathematics,I really enjoyed the Mathematics course. The Assessment Methods was excellent.,4,2025-04-05,Assessment Methods,Positive
S77760,CHE348,Chemistry,I really enjoyed the Chemistry course. The Teaching Quality was excellent.,4,2025-03-21,Teaching Quality,Positive
S59209,LIT293,Literature,I struggled with Literature due to inadequate Teaching Quality.,1,2024-12-03,Teaching Quality,Negative
S52173,LIT652,Literature,The Teaching Quality in the Literature class exceeded my expectations.,4,2024-12-17,Teaching Quality,Positive
S46705,CHE160,Chemistry,The Facilities in the Chemistry class exceeded my expectations.,4,2024-10-29,Facilities,Positive
S34292,BIO803,Biology,I really enjoyed the Biology course. The Course Content was excellent.,4,2024-05-19,Course Content,Positive
S14622,COM621,Computer Science,The Learning Resources in the Computer Science class exceeded my expectations.,4,2025-01-28,Learning Resources,Positive
S79436,ECO499,Economics,The instructor's Learning Resources approach in Economics was outstanding.,5,2024-10-13,Learning Resources,Positive
S18619,CHE351,Chemistry,I found the Course Content in Chemistry to be very well organized and useful.,5,2024-08-26,Course Content,Positive
S83865,PSY129,Psychology,"Great Facilities in the Psychology course, very helpful for my learning.",5,2025-02-18,Facilities,Positive
S85908,LIT723,Literature,"Great Course Content in the Literature course, very helpful for my learning.",5,2024-07-13,Course Content,Positive
S54672,COM627,Computer Science,The instructor's Learning Resources approach in Computer Science was outstanding.,5,2024-07-19,Learning Resources,Positive
S80350,BIO232,Biology,Neither good nor bad Teaching Quality in the Biology course.,3,2024-05-27,Teaching Quality,Neutral
S89911,COM970,Computer Science,Neither good nor bad Assessment Methods in the Computer Science course.,3,2024-10-10,Assessment Methods,Neutral
S96981,BIO529,Biology,I was disappointed with the Facilities in the Biology course.,3,2024-10-08,Facilities,Negative
S11101,COM507,Computer Science,The Support Services in Computer Science needs significant improvement.,1,2024-07-14,Support Services,Negative
S45287,MAT723,Mathematics,I really enjoyed the Mathematics course. The Course Content was excellent.,4,2024-09-25,Course Content,Positive
S84741,MAT533,Mathematics,"Great Assessment Methods in the Mathematics course, very helpful for my learning.",5,2024-05-04,Assessment Methods,Positive
S22443,LIT611,Literature,I found the Support Services in Literature to be very well organized and useful.,5,2025-01-15,Support Services,Positive
S66241,PSY854,Psychology,I was disappointed with the Teaching Quality in the Psychology course.,1,2024-12-17,Teaching Quality,Negative
S19629,BIO249,Biology,"Great Facilities in the Biology course, very helpful for my learning.",5,2024-09-19,Facilities,Positive
S57814,ECO567,Economics,The instructor's Support Services approach in Economics was outstanding.,4,2024-05-20,Support Services,Positive
S16276,ECO291,Economics,The Support Services in the Economics class exceeded my expectations.,5,2024-09-17,Support Services,Positive
S40442,MAT593,Mathematics,"Great Facilities in the Mathematics course, very helpful for my learning.",4,2025-02-07,Facilities,Positive
S46768,MAT464,Mathematics,The instructor's Facilities approach in Mathematics was outstanding.,5,2024-05-29,Facilities,Positive
S88856,HIS880,History,The Course Content in the History class exceeded my expectations.,4,2024-04-23,Course Content,Positive
S38796,PHY167,Physics,The Learning Resources in Physics needs significant improvement.,1,2024-05-13,Learning Resources,Negative
S59476,PHY415,Physics,The Assessment Methods in Physics met the basic requirements.,3,2024-06-16,Assessment Methods,Neutral
S27629,CHE102,Chemistry,"Great Support Services in the Chemistry course, very helpful for my learning.",4,2025-03-26,Support Services,Positive
S70501,ECO294,Economics,I really enjoyed the Economics course. The Support Services was excellent.,5,2024-06-24,Support Services,Positive
S36145,COM890,Computer Science,"Great Learning Resources in the Computer Science course, very helpful for my learning.",5,2024-07-06,Learning Resources,Positive
S73683,BIO847,Biology,"I think the Learning Resources in Biology was average, nothing special.",4,2024-09-11,Learning Resources,Neutral
S62141,PHY239,Physics,The Teaching Quality in the Physics class exceeded my expectations.,5,2025-02-01,Teaching Quality,Positive
S55493,ECO693,Economics,"I think the Support Services in Economics was average, nothing special.",4,2024-10-21,Support Services,Neutral
S74190,PSY615,Psychology,The Teaching Quality in Psychology met the basic requirements.,3,2024-10-08,Teaching Quality,Neutral
S70534,MAT112,Mathematics,I struggled with Mathematics due to inadequate Course Content.,3,2024-09-15,Course Content,Negative
S60991,MAT816,Mathematics,The Facilities in Mathematics needs significant improvement.,1,2025-01-02,Facilities,Negative
S73806,LIT262,Literature,I really enjoyed the Literature course. The Assessment Methods was excellent.,5,2024-07-10,Assessment Methods,Positive
S65647,ECO103,Economics,I found the Facilities in Economics to be very well organized and useful.,4,2024-08-14,Facilities,Positive
S54177,CHE974,Chemistry,I really enjoyed the Chemistry course. The Course Content was excellent.,5,2024-12-25,Course Content,Positive
S84033,CHE431,Chemistry,The Assessment Methods in the Chemistry course was adequate.,4,2025-03-15,Assessment Methods,Neutral
S88159,COM250,Computer Science,I really enjoyed the Computer Science course. The Assessment Methods was excellent.,5,2024-12-24,Assessment Methods,Positive
S96765,PHY634,Physics,The Learning Resources in the Physics course was adequate.,4,2024-11-19,Learning Resources,Neutral
S66581,MAT643,Mathematics,The Teaching Quality in the Mathematics class exceeded my expectations.,5,2025-04-07,Teaching Quality,Positive
S19290,HIS892,History,The Learning Resources in History met the basic requirements.,4,2024-12-09,Learning Resources,Neutral
S13709,ECO796,Economics,"I think the Facilities in Economics was average, nothing special.",4,2024-12-31,Facilities,Neutral
S66868,LIT791,Literature,The Assessment Methods in the Literature class exceeded my expectations.,5,2024-09-23,Assessment Methods,Positive
S20751,ECO279,Economics,I was disappointed with the Learning Resources in the Economics course.,1,2025-02-23,Learning Resources,Negative
S43295,HIS813,History,I found the Learning Resources in History to be very well organized and useful.,5,2024-10-10,Learning Resources,Positive
S68864,ECO278,Economics,"I think the Facilities in Economics was average, nothing special.",4,2025-01-05,Facilities,Neutral
S17012,HIS317,History,Neither good nor bad Facilities in the History course.,4,2024-09-30,Facilities,Neutral
S82158,BIO409,Biology,The Learning Resources in the Biology course was adequate.,4,2024-06-30,Learning Resources,Neutral
S61369,HIS893,History,I was disappointed with the Learning Resources in the History course.,2,2024-10-03,Learning Resources,Negative
S55684,CHE794,Chemistry,The Course Content in Chemistry met the basic requirements.,4,2025-04-04,Course Content,Neutral
S94710,BIO949,Biology,The Facilities in Biology needs significant improvement.,1,2024-09-24,Facilities,Negative
S40194,PSY720,Psychology,The Learning Resources in the Psychology course was adequate.,4,2024-11-17,Learning Resources,Neutral
S44199,ECO590,Economics,The Learning Resources in the Economics class exceeded my expectations.,5,2024-07-20,Learning Resources,Positive
S39902,PSY716,Psychology,I found the Assessment Methods in Psychology to be very well organized and useful.,5,2024-09-07,Assessment Methods,Positive
S91672,PSY530,Psychology,I found the Assessment Methods in Psychology to be very well organized and useful.,4,2024-10-04,Assessment Methods,Positive
S43764,ECO168,Economics,The Course Content in the Economics class exceeded my expectations.,4,2024-05-18,Course Content,Positive
S11044,ECO994,Economics,The Course Content in the Economics class exceeded my expectations.,4,2025-01-14,Course Content,Positive
S32052,CHE295,Chemistry,The Learning Resources in Chemistry needs significant improvement.,3,2025-01-26,Learning Resources,Negative
S85830,MAT684,Mathematics,The instructor's Teaching Quality approach in Mathematics was outstanding.,5,2024-05-13,Teaching Quality,Positive
S54998,CHE209,Chemistry,The Learning Resources in the Chemistry class exceeded my expectations.,4,2025-03-06,Learning Resources,Positive
S63786,HIS713,History,The instructor's Facilities approach in History was outstanding.,4,2025-01-08,Facilities,Positive
S59915,BIO824,Biology,Neither good nor bad Support Services in the Biology course.,4,2024-11-29,Support Services,Neutral
S73110,CHE658,Chemistry,Poor Facilities made the Chemistry course difficult to follow.,3,2025-02-11,Facilities,Negative
S82191,PSY362,Psychology,I was disappointed with the Teaching Quality in the Psychology course.,1,2025-01-06,Teaching Quality,Negative
S17037,LIT863,Literature,Neither good nor bad Assessment Methods in the Literature course.,3,2025-02-13,Assessment Methods,Neutral
S67710,BIO490,Biology,"Great Support Services in the Biology course, very helpful for my learning.",5,2024-09-10,Support Services,Positive
S99056,MAT421,Mathematics,"Great Teaching Quality in the Mathematics course, very helpful for my learning.",4,2024-06-10,Teaching Quality,Positive
S14098,ECO213,Economics,I found the Facilities in Economics to be very well organized and useful.,5,2025-03-07,Facilities,Positive
S40165,LIT411,Literature,"Great Course Content in the Literature course, very helpful for my learning.",5,2024-12-25,Course Content,Positive
S24907,CHE762,Chemistry,I struggled with Chemistry due to inadequate Course Content.,2,2025-02-06,Course Content,Negative
S38668,CHE819,Chemistry,"Great Facilities in the Chemistry course, very helpful for my learning.",5,2024-08-04,Facilities,Positive
S31852,PSY367,Psychology,"Great Learning Resources in the Psychology course, very helpful for my learning.",4,2025-03-04,Learning Resources,Positive
S41660,PHY827,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,5,2024-08-06,Assessment Methods,Positive
S25349,HIS565,History,The Assessment Methods in the History class was below standard.,1,2024-05-31,Assessment Methods,Negative
S36830,ECO834,Economics,I really enjoyed the Economics course. The Support Services was excellent.,5,2024-09-25,Support Services,Positive
S20794,BIO597,Biology,"Great Course Content in the Biology course, very helpful for my learning.",5,2024-12-04,Course Content,Positive
S52474,PHY690,Physics,The Course Content in the Physics class was below standard.,1,2024-11-24,Course Content,Negative
S94691,MAT643,Mathematics,"I think the Assessment Methods in Mathematics was average, nothing special.",4,2024-11-11,Assessment Methods,Neutral
S28459,PSY493,Psychology,The Assessment Methods in the Psychology course was adequate.,3,2024-04-29,Assessment Methods,Neutral
S26902,MAT906,Mathematics,I really enjoyed the Mathematics course. The Course Content was excellent.,4,2024-07-19,Course Content,Positive
S29098,LIT577,Literature,"I think the Assessment Methods in Literature was average, nothing special.",4,2024-08-24,Assessment Methods,Neutral
S67951,COM201,Computer Science,"The Computer Science course had reasonable Facilities, but could be improved.",4,2024-09-03,Facilities,Neutral
S41148,CHE129,Chemistry,The Assessment Methods in Chemistry met the basic requirements.,3,2025-03-25,Assessment Methods,Neutral
S58025,HIS878,History,"Great Support Services in the History course, very helpful for my learning.",4,2025-01-09,Support Services,Positive
S78112,COM199,Computer Science,The Teaching Quality in Computer Science met the basic requirements.,4,2024-05-09,Teaching Quality,Neutral
S53992,HIS707,History,Neither good nor bad Assessment Methods in the History course.,3,2024-09-07,Assessment Methods,Neutral
S26320,BIO730,Biology,"Great Course Content in the Biology course, very helpful for my learning.",4,2024-09-01,Course Content,Positive
S47436,PSY637,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,5,2024-08-10,Learning Resources,Positive
S56296,MAT353,Mathematics,The instructor's Facilities approach in Mathematics was outstanding.,5,2025-02-10,Facilities,Positive
S88521,CHE690,Chemistry,"The Chemistry course had reasonable Assessment Methods, but could be improved.",4,2024-09-13,Assessment Methods,Neutral
S55727,BIO922,Biology,I really enjoyed the Biology course. The Assessment Methods was excellent.,4,2024-07-22,Assessment Methods,Positive
S91099,ECO363,Economics,I really enjoyed the Economics course. The Teaching Quality was excellent.,5,2024-04-18,Teaching Quality,Positive
S54000,PSY357,Psychology,"Great Facilities in the Psychology course, very helpful for my learning.",4,2024-05-25,Facilities,Positive
S72693,CHE494,Chemistry,"Great Teaching Quality in the Chemistry course, very helpful for my learning.",5,2025-04-07,Teaching Quality,Positive
S23698,PHY260,Physics,"Great Course Content in the Physics course, very helpful for my learning.",4,2024-06-27,Course Content,Positive
S63658,BIO639,Biology,The instructor's Facilities approach in Biology was outstanding.,4,2024-07-02,Facilities,Positive
S26376,ECO107,Economics,The instructor's Teaching Quality approach in Economics was outstanding.,4,2024-06-25,Teaching Quality,Positive
S55844,LIT173,Literature,"The Literature course had reasonable Assessment Methods, but could be improved.",4,2024-07-06,Assessment Methods,Neutral
S10274,BIO757,Biology,I found the Support Services in Biology to be very well organized and useful.,4,2024-11-09,Support Services,Positive
S79860,COM974,Computer Science,The Course Content in the Computer Science class exceeded my expectations.,5,2024-12-28,Course Content,Positive
S59612,BIO323,Biology,The Support Services in Biology needs significant improvement.,1,2024-09-29,Support Services,Negative
S68037,CHE284,Chemistry,"Great Support Services in the Chemistry course, very helpful for my learning.",5,2024-06-04,Support Services,Positive
S71269,ECO310,Economics,The Assessment Methods in Economics met the basic requirements.,3,2024-08-02,Assessment Methods,Neutral
S11278,MAT349,Mathematics,I found the Assessment Methods in Mathematics to be very well organized and useful.,5,2024-05-19,Assessment Methods,Positive
S54569,CHE849,Chemistry,I really enjoyed the Chemistry course. The Support Services was excellent.,5,2025-01-14,Support Services,Positive
S32301,CHE517,Chemistry,"I think the Course Content in Chemistry was average, nothing special.",3,2024-12-09,Course Content,Neutral
S51954,ECO673,Economics,The Assessment Methods in the Economics class exceeded my expectations.,4,2025-01-20,Assessment Methods,Positive
S34947,PSY457,Psychology,I was disappointed with the Learning Resources in the Psychology course.,3,2024-11-14,Learning Resources,Negative
S78244,BIO335,Biology,I was disappointed with the Teaching Quality in the Biology course.,2,2024-12-16,Teaching Quality,Negative
S21356,CHE511,Chemistry,I really enjoyed the Chemistry course. The Course Content was excellent.,5,2024-10-15,Course Content,Positive
S59858,CHE552,Chemistry,I really enjoyed the Chemistry course. The Course Content was excellent.,4,2025-03-03,Course Content,Positive
S96915,MAT448,Mathematics,I really enjoyed the Mathematics course. The Facilities was excellent.,4,2024-09-20,Facilities,Positive
S19561,ECO489,Economics,"Great Facilities in the Economics course, very helpful for my learning.",5,2024-12-18,Facilities,Positive
S91661,HIS989,History,The instructor's Support Services approach in History was outstanding.,5,2024-04-12,Support Services,Positive
S36302,PHY862,Physics,I found the Learning Resources in Physics to be very well organized and useful.,5,2025-02-09,Learning Resources,Positive
S93685,HIS654,History,The instructor's Assessment Methods approach in History was outstanding.,5,2025-01-15,Assessment Methods,Positive
S56101,HIS152,History,The Course Content in the History class exceeded my expectations.,5,2025-04-11,Course Content,Positive
S27529,PHY673,Physics,I really enjoyed the Physics course. The Support Services was excellent.,4,2025-03-06,Support Services,Positive
S92014,MAT669,Mathematics,I found the Learning Resources in Mathematics to be very well organized and useful.,5,2024-10-23,Learning Resources,Positive
S12354,COM724,Computer Science,"I think the Learning Resources in Computer Science was average, nothing special.",4,2024-06-14,Learning Resources,Neutral
S34364,BIO857,Biology,"Great Teaching Quality in the Biology course, very helpful for my learning.",5,2025-01-07,Teaching Quality,Positive
S72099,MAT587,Mathematics,"I think the Teaching Quality in Mathematics was average, nothing special.",3,2024-07-10,Teaching Quality,Neutral
S65135,PSY853,Psychology,The Learning Resources in the Psychology class exceeded my expectations.,4,2024-08-03,Learning Resources,Positive
S15841,PHY756,Physics,The instructor's Support Services approach in Physics was outstanding.,5,2024-09-26,Support Services,Positive
S56235,PHY147,Physics,The Support Services in the Physics class exceeded my expectations.,4,2024-05-26,Support Services,Positive
S80392,COM155,Computer Science,I really enjoyed the Computer Science course. The Support Services was excellent.,4,2024-08-16,Support Services,Positive
S37216,CHE436,Chemistry,Neither good nor bad Assessment Methods in the Chemistry course.,3,2024-06-14,Assessment Methods,Neutral
S80000,BIO260,Biology,"Great Course Content in the Biology course, very helpful for my learning.",4,2024-08-22,Course Content,Positive
S25089,MAT439,Mathematics,"Great Course Content in the Mathematics course, very helpful for my learning.",4,2024-05-14,Course Content,Positive
